# m_med gq
100 0.13105578978155213
110 0.1485513066469727
120 0.14815554084407273
130 0.12310115460751453
140 0.13964478617447074
150 0.15068361158887478
160 0.1369987189553981
170 0.15534676222121468
180 0.14894158083828063
190 0.14225019716356652
200 0.17457128598377725
210 0.16948999398019193
220 0.1590042181026427
