# m_med xs8
700.0 26.4084369745
750.0 10.9539657825
800.0 7.13860984731
850.0 7.25663404844
900.0 7.67060240619
950.0 7.38937092236
1000.0 6.76469640933
1050.0 7.22168785855
1100.0 7.76449263059
1150.0 9.47764028056
1200.0 9.45292786633
