# mmed gq
1600.0	0.150209
1611.0	0.15451495
1622.0	0.1588209
1633.0	0.16312685
1644.0	0.1674328
1655.0	0.17173875
1666.0	0.1760447
1677.0	0.18035065
1688.0	0.1846566
1699.0	0.18896255
1710.0	0.1903951
1721.0	0.19154031
1732.0	0.19268552
1743.0	0.19383073
1754.0	0.19497594
1765.0	0.19612115
1776.0	0.19726636
1787.0	0.19841157
1798.0	0.19955678
1809.0	0.19854748
1820.0	0.1970594
1831.0	0.19557132
1842.0	0.19408324
1853.0	0.19259516
1864.0	0.19110708
1875.0	0.189619
1886.0	0.18813092
1897.0	0.18664284
1908.0	0.18473212
1919.0	0.18266291
1930.0	0.1805937
1941.0	0.17852449
1952.0	0.17645528
1963.0	0.17438607
1974.0	0.17231686
1985.0	0.17024765
1996.0	0.16817844
2007.0	0.1663921
2018.0	0.1647674
2029.0	0.1631427
2040.0	0.161518
2051.0	0.1598933
2062.0	0.1582686
2073.0	0.1566439
2084.0	0.1550192
2095.0	0.1533945
2106.0	0.15205972
2117.0	0.15096654
2128.0	0.14987336
2139.0	0.14878018
2150.0	0.147687
2161.0	0.14659382
2172.0	0.14550064
2183.0	0.14440746
2194.0	0.14331428
2205.0	0.14229735
2216.0	0.14137192
2227.0	0.14044649
2238.0	0.13952106
2249.0	0.13859563
2260.0	0.1376702
2271.0	0.13674477
2282.0	0.13581934
2293.0	0.13489391
2304.0	0.13449976
2315.0	0.13503535
2326.0	0.13557094
2337.0	0.13610653
2348.0	0.13664212
2359.0	0.13717771
2370.0	0.1377133
2381.0	0.13824889
2392.0	0.13878448
2403.0	0.13972117
2414.0	0.14172746
2425.0	0.14373375
2436.0	0.14574004
2447.0	0.14774633
2458.0	0.14975262
2469.0	0.15175891
2480.0	0.1537652
2491.0	0.15577149
2502.0	0.15818806
2513.0	0.16245089
2524.0	0.16671372
2535.0	0.17097655
2546.0	0.17523938
2557.0	0.17950221
2568.0	0.18376504
2579.0	0.18802787
2590.0	0.1922907
2601.0	0.19669926
2612.0	0.20256512
2623.0	0.20843098
2634.0	0.21429684
2645.0	0.2201627
2656.0	0.22602856
2667.0	0.23189442
2678.0	0.23776028
2689.0	0.24362614
2700.0	0.249492
2711.0	0.25218447
2722.0	0.25487694
2733.0	0.25756941
2744.0	0.26026188
2755.0	0.26295435
2766.0	0.26564682
2777.0	0.26833929
2788.0	0.27103176
2799.0	0.27372423
2810.0	0.2747656
2821.0	0.27564186
2832.0	0.27651812
2843.0	0.27739438
2854.0	0.27827064
2865.0	0.2791469
2876.0	0.28002316
2887.0	0.28089942
2898.0	0.28177568
2909.0	0.28303084
2920.0	0.2843702
2931.0	0.28570956
2942.0	0.28704892
2953.0	0.28838828
2964.0	0.28972764
2975.0	0.291067
2986.0	0.29240636
2997.0	0.29374572
3008.0	0.2932414
3019.0	0.2920457
3030.0	0.29085
3041.0	0.2896543
3052.0	0.2884586
3063.0	0.2872629
3074.0	0.2860672
3085.0	0.2848715
3096.0	0.2836758
3107.0	0.28512148
3118.0	0.28807652
3129.0	0.29103156
3140.0	0.2939866
3151.0	0.29694164
3162.0	0.29989668
3173.0	0.30285172
3184.0	0.30580676
3195.0	0.3087618
3206.0	0.3131044
3217.0	0.3186033
3228.0	0.3241022
3239.0	0.3296011
3250.0	0.3351
3261.0	0.3405989
3272.0	0.3460978
3283.0	0.3515967
3294.0	0.3570956
3305.0	0.3617744
3316.0	0.36546908
3327.0	0.36916376
3338.0	0.37285844
3349.0	0.37655312
3360.0	0.3802478
3371.0	0.38394248
3382.0	0.38763716
3393.0	0.39133184
3404.0	0.39508816
3415.0	0.39895235
3426.0	0.40281654
3437.0	0.40668073
3448.0	0.41054492
3459.0	0.41440911
3470.0	0.4182733
3481.0	0.42213749
3492.0	0.42600168
3503.0	0.4296091
3514.0	0.4325318
3525.0	0.4354545
3536.0	0.4383772
3547.0	0.4412999
3558.0	0.4442226
3569.0	0.4471453
3580.0	0.450068
3591.0	0.4529907
3602.0	0.45640612
3613.0	0.46203878
3624.0	0.46767144
3635.0	0.4733041
3646.0	0.47893676
3657.0	0.48456942
3668.0	0.49020208
3679.0	0.49583474
3690.0	0.5014674
3701.0	0.50725842
3712.0	0.51463304
3723.0	0.52200766
3734.0	0.52938228
3745.0	0.5367569
3756.0	0.54413152
3767.0	0.55150614
3778.0	0.55888076
3789.0	0.56625538
3800.0	0.57363
3811.0	0.5762491
3822.0	0.5788682
3833.0	0.5814873
3844.0	0.5841064
3855.0	0.5867255
3866.0	0.5893446
3877.0	0.5919637
3888.0	0.5945828
3899.0	0.5972019
3910.0	0.6039201
3921.0	0.61104821
3932.0	0.61817632
3943.0	0.62530443
3954.0	0.63243254
3965.0	0.63956065
3976.0	0.64668876
3987.0	0.65381687
3998.0	0.66094498
4009.0	0.68993931
4020.0	0.7237928
4031.0	0.75764629
4042.0	0.79149978
