# m_med xs8
700.0 17.8632812694
750.0 13.449303301
800.0 10.6371717905
850.0 8.89325463795
900.0 8.29231386096
950.0 8.23379606857
1000.0 7.75725803004
1050.0 7.34647194243
1100.0 7.00432861281
1150.0 6.54129724176
1200.0 6.29919816306
