50,0.61386401683
55,0.479869470734
60,0.354854352487
65,0.362147720792
70,0.484323239926
75,0.546880631702
80,0.707826193797
85,0.751537018991
90,0.611370978213
95,0.546181968178
100,0.573725812331
105,0.735004251609
110,0.759515292142
115,0.813606323442
120,0.788607986753
125,0.679161200307
130,0.609163469897
135,0.52185241263
140,0.479934610241
145,0.465062687268
150,0.474061004307
155,0.526583244325
160,0.533845646547
165,0.56790231404
170,0.598043411007
175,0.601816219046
180,0.591271609781
185,0.630156335653
190,0.693778346618
195,0.7067737852
205,0.789716738218
210,0.677386384393
215,0.852753172655
220,0.894524306214
225,1.01772266916
230,1.08456938125
235,0.99097000086
240,1.10152753074
245,1.16343650441
250,1.31334981894
255,1.26884100838
260,1.25977948302
280,1.3069161152
285,1.31617657626
290,1.32401348473
295,1.32111454968
